2020-12-11 11:02:29.864 [main] INFO  org.jeecg.JeecgApplication:50 - Starting JeecgApplication on DESKTOP-PURPLPH with PID 4576 (C:\workSpace\eclipseWorkSpace\smartParking_20200715\smartParking_20200715\SmartParking\jeecg-boot\jeecg-boot-module-system\target\classes started by htphy-1 in C:\workSpace\eclipseWorkSpace\smartParking_20200715\smartParking_20200715\SmartParking\jeecg-boot)
2020-12-11 11:03:00.645 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: importExcelUsingPOST_24
2020-12-11 11:03:00.645 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryByIdUsingGET_24
2020-12-11 11:03:00.645 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryPageListUsingGET_28
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: addUsingPOST_28
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteUsingDELETE_30
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchUsingDELETE_29
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: editUsingPUT_24
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingGET_25
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: importExcelUsingPOST_25
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryByIdUsingGET_25
2020-12-11 11:03:00.661 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryPageListUsingGET_29
2020-12-11 11:03:00.705 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: addUsingPOST_29
2020-12-11 11:03:00.723 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteUsingDELETE_31
2020-12-11 11:03:00.726 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchUsingDELETE_30
2020-12-11 11:03:00.727 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: editUsingPUT_25
2020-12-11 11:03:00.732 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: listUsingGET_1
2020-12-11 11:03:00.747 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryTreeListUsingGET_1
2020-12-11 11:03:00.771 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: addUsingPOST_30
2020-12-11 11:03:00.773 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteUsingDELETE_32
2020-12-11 11:03:00.775 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchUsingDELETE_31
2020-12-11 11:03:00.776 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: editUsingPUT_26
2020-12-11 11:03:00.777 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingGET_26
2020-12-11 11:03:00.778 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingHEAD_24
2020-12-11 11:03:00.778 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPOST_24
2020-12-11 11:03:00.779 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPUT_24
2020-12-11 11:03:00.780 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPATCH_24
2020-12-11 11:03:00.780 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingDELETE_24
2020-12-11 11:03:00.781 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingOPTIONS_24
2020-12-11 11:03:00.782 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingTRACE_24
2020-12-11 11:03:00.783 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: importExcelUsingPOST_26
2020-12-11 11:03:00.784 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryByIdUsingGET_26
2020-12-11 11:03:00.790 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryPageListUsingGET_30
2020-12-11 11:03:00.794 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: addUsingPOST_31
2020-12-11 11:03:00.796 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteUsingDELETE_33
2020-12-11 11:03:00.797 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchUsingDELETE_32
2020-12-11 11:03:00.798 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: editUsingPUT_27
2020-12-11 11:03:00.802 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingGET_27
2020-12-11 11:03:00.803 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingHEAD_25
2020-12-11 11:03:00.803 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPOST_25
2020-12-11 11:03:00.804 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPUT_25
2020-12-11 11:03:00.805 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPATCH_25
2020-12-11 11:03:00.806 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingDELETE_25
2020-12-11 11:03:00.806 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingOPTIONS_25
2020-12-11 11:03:00.807 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingTRACE_25
2020-12-11 11:03:00.808 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: importExcelUsingPOST_27
2020-12-11 11:03:00.809 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: loadDataruleUsingGET_2
2020-12-11 11:03:00.810 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryByIdUsingGET_27
2020-12-11 11:03:00.816 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryPageListUsingGET_31
2020-12-11 11:03:00.817 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryTreeListUsingGET_2
2020-12-11 11:03:00.822 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: saveDataruleUsingPOST_2
2020-12-11 11:03:00.829 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: addUsingPOST_32
2020-12-11 11:03:00.830 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteUsingDELETE_34
2020-12-11 11:03:00.832 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchUsingDELETE_33
2020-12-11 11:03:00.834 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: editUsingPUT_28
2020-12-11 11:03:00.838 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingGET_28
2020-12-11 11:03:00.839 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingHEAD_26
2020-12-11 11:03:00.840 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPOST_26
2020-12-11 11:03:00.841 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPUT_26
2020-12-11 11:03:00.843 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPATCH_26
2020-12-11 11:03:00.844 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingDELETE_26
2020-12-11 11:03:00.845 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingOPTIONS_26
2020-12-11 11:03:00.846 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingTRACE_26
2020-12-11 11:03:00.846 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: importExcelUsingPOST_28
2020-12-11 11:03:00.850 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryByIdUsingGET_28
2020-12-11 11:03:00.889 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryPageListUsingGET_32
2020-12-11 11:03:00.925 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: addUsingPOST_33
2020-12-11 11:03:00.932 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteUsingDELETE_35
2020-12-11 11:03:00.935 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchUsingDELETE_34
2020-12-11 11:03:00.945 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: editUsingPUT_29
2020-12-11 11:03:00.947 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingGET_29
2020-12-11 11:03:00.950 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingHEAD_27
2020-12-11 11:03:00.951 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPOST_27
2020-12-11 11:03:00.952 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPUT_27
2020-12-11 11:03:00.953 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingPATCH_27
2020-12-11 11:03:00.954 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingDELETE_27
2020-12-11 11:03:00.955 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingOPTIONS_27
2020-12-11 11:03:00.957 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: exportXlsUsingTRACE_27
2020-12-11 11:03:00.961 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: importExcelUsingPOST_29
2020-12-11 11:03:00.969 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryByIdUsingGET_29
2020-12-11 11:03:00.973 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: queryPageListUsingGET_33
2020-12-11 11:03:00.984 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: loginUsingPOST_1
2020-12-11 11:03:00.992 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:00.993 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:00.993 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:00.994 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator:40 - Generating unique operation named: loginUsingPOST_2
2020-12-11 11:03:00.994 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:00.995 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:00.995 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:00.996 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:00.997 [main] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader:92 - Trying to infer dataType org.springframework.ui.ModelMap
2020-12-11 11:03:01.057 [main] INFO  o.s.scheduling.quartz.SchedulerFactoryBean:726 - Starting Quartz Scheduler now
2020-12-11 11:03:01.215 [main] INFO  o.s.scheduling.quartz.LocalDataSourceJobStore:3629 - ClusterManager: detected 1 failed or restarted instances.
2020-12-11 11:03:01.216 [main] INFO  o.s.scheduling.quartz.LocalDataSourceJobStore:3488 - ClusterManager: Scanning for instance "DESKTOP-PURPLPH1607047808233"'s failed in-progress jobs.
2020-12-11 11:03:01.277 [main] INFO  org.quartz.core.QuartzScheduler:547 - Scheduler MyScheduler_$_DESKTOP-PURPLPH1607655771110 started.
2020-12-11 11:03:01.309 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-8080"]
2020-12-11 11:03:01.352 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:204 - Tomcat started on port(s): 8080 (http) with context path '/jeecg-boot'
2020-12-11 11:03:01.356 [main] INFO  org.jeecg.JeecgApplication:59 - Started JeecgApplication in 34.132 seconds (JVM running for 36.585)
2020-12-11 11:03:01.371 [main] INFO  org.jeecg.JeecgApplication:28 - 
----------------------------------------------------------
	Application Jeecg-Boot is running! Access URLs:
	Local: 		http://localhost:8080/jeecg-boot/
	External: 	http://10.10.23.6:8080/jeecg-boot/
	Swagger-UI: 		http://10.10.23.6:8080/jeecg-boot/doc.html
----------------------------------------------------------
2020-12-11 11:03:01.514 [RMI TCP Connection(10)-127.0.0.1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/jeecg-boot]:173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-12-11 11:03:01.514 [RMI TCP Connection(10)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet:524 - Initializing Servlet 'dispatcherServlet'
2020-12-11 11:03:01.543 [RMI TCP Connection(10)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet:546 - Completed initialization in 29 ms
2020-12-11 11:03:01.995 [RMI TCP Connection(8)-127.0.0.1] INFO  io.lettuce.core.EpollProvider:68 - Starting without optional epoll library
2020-12-11 11:03:01.999 [RMI TCP Connection(8)-127.0.0.1] INFO  io.lettuce.core.KqueueProvider:70 - Starting without optional kqueue library
2020-12-11 11:03:25.053 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==>  Preparing: select * from sys_user where username = ? and del_flag = 0 
2020-12-11 11:03:25.063 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==> Parameters: gadmin(String)
2020-12-11 11:03:25.126 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - <==      Total: 1
2020-12-11 11:03:25.314 [http-nio-8080-exec-2] DEBUG o.j.m.s.mapper.SysDepartMapper.queryUserDeparts:143 - ==>  Preparing: select * from sys_depart where id IN ( select dep_id from sys_user_depart where user_id = ? ) 
2020-12-11 11:03:25.317 [http-nio-8080-exec-2] DEBUG o.j.m.s.mapper.SysDepartMapper.queryUserDeparts:143 - ==> Parameters: 1282285261187485697(String)
2020-12-11 11:03:25.362 [http-nio-8080-exec-2] DEBUG o.j.m.s.mapper.SysDepartMapper.queryUserDeparts:143 - <==      Total: 1
2020-12-11 11:03:25.367 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysUserMapper.updateUserDepart:143 - ==>  Preparing: UPDATE sys_user SET org_code = ? where username = ? 
2020-12-11 11:03:25.368 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysUserMapper.updateUserDepart:143 - ==> Parameters: A01A05(String), gadmin(String)
2020-12-11 11:03:25.385 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysUserMapper.updateUserDepart:143 - <==    Updates: 1
2020-12-11 11:03:27.016 [http-nio-8080-exec-2] DEBUG o.j.modules.system.mapper.SysDictMapper.selectList:143 - ==>  Preparing: SELECT id,type,dict_name,dict_code,description,del_flag,create_by,create_time,update_by,update_time FROM sys_dict WHERE del_flag=0 
2020-12-11 11:03:27.018 [http-nio-8080-exec-2] DEBUG o.j.modules.system.mapper.SysDictMapper.selectList:143 - ==> Parameters: 
2020-12-11 11:03:27.065 [http-nio-8080-exec-2] DEBUG o.j.modules.system.mapper.SysDictMapper.selectList:143 - <==      Total: 46
2020-12-11 11:03:27.119 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysDictItemMapper.selectList:143 - ==>  Preparing: SELECT id,dict_id,item_text,item_value,description,sort_order,status,create_by,create_time,update_by,update_time FROM sys_dict_item WHERE status = ? ORDER BY sort_order ASC 
2020-12-11 11:03:27.121 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysDictItemMapper.selectList:143 - ==> Parameters: 1(Integer)
2020-12-11 11:03:27.205 [http-nio-8080-exec-2] DEBUG o.j.m.system.mapper.SysDictItemMapper.selectList:143 - <==      Total: 137
2020-12-11 11:03:27.439 [http-nio-8080-exec-2] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==>  Preparing: INSERT INTO sys_log ( id, create_time, ip, log_content, log_type ) VALUES ( ?, ?, ?, ?, ? ) 
2020-12-11 11:03:27.540 [http-nio-8080-exec-2] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==> Parameters: 1337231494213226497(String), 2020-12-11 11:03:27.214(Timestamp), 127.0.0.1(String), 用户名: gadmin,登录成功！(String), 1(Integer)
2020-12-11 11:03:27.620 [http-nio-8080-exec-2] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - <==    Updates: 1
2020-12-11 11:03:27.790 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==>  Preparing: select * from sys_user where username = ? and del_flag = 0 
2020-12-11 11:03:27.791 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==> Parameters: gadmin(String)
2020-12-11 11:03:27.794 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - <==      Total: 1
2020-12-11 11:03:27.895 [http-nio-8080-exec-5] INFO  o.j.m.system.controller.SysPermissionController:206 -  ------ 通过令牌获取用户拥有的访问菜单 ---- TOKEN ------ eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJleHAiOjE2MDc2NTc2MDUsInVzZXJuYW1lIjoiZ2FkbWluIn0.bPD8ktxbBAdYlWp9hkhdGG7cNO7hULg0rL1TkYdZrog
2020-12-11 11:03:27.902 [http-nio-8080-exec-5] DEBUG o.j.m.s.mapper.SysPermissionMapper.queryByUser:143 - ==>  Preparing: SELECT * FROM ( SELECT p.* FROM sys_permission p WHERE (exists( select a.id from sys_role_permission a join sys_role b on a.role_id = b.id join sys_user_role c on c.role_id = b.id join sys_user d on d.id = c.user_id where p.id = a.permission_id AND d.username = ? ) or (p.url like '%:code' and p.url like '/online%' and p.hidden = 1) or p.url = '/online') and p.del_flag = 0 UNION SELECT p.* FROM sys_permission p WHERE exists( select a.id from sys_depart_role_permission a join sys_depart_role b on a.role_id = b.id join sys_depart_role_user c on c.drole_id = b.id join sys_user d on d.id = c.user_id where p.id = a.permission_id AND d.username = ? ) and p.del_flag = 0 ) h order by h.sort_no ASC 
2020-12-11 11:03:27.911 [http-nio-8080-exec-5] DEBUG o.j.m.s.mapper.SysPermissionMapper.queryByUser:143 - ==> Parameters: gadmin(String), gadmin(String)
2020-12-11 11:03:28.118 [http-nio-8080-exec-5] DEBUG o.j.m.s.mapper.SysPermissionMapper.queryByUser:143 - <==      Total: 44
2020-12-11 11:03:28.123 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - ==>  Preparing: SELECT id,parent_id,name,perms,perms_type,icon,component,component_name,url,redirect,sort_no,menu_type,is_leaf AS leaf,is_route AS route,keep_alive,description,create_by,del_flag,rule_flag,hidden,create_time,update_by,update_time,status,always_show,internal_or_external FROM sys_permission WHERE name = ? 
2020-12-11 11:03:28.126 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - ==> Parameters: 首页(String)
2020-12-11 11:03:28.128 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - <==      Total: 1
2020-12-11 11:03:28.136 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - ==>  Preparing: SELECT id,parent_id,name,perms,perms_type,icon,component,component_name,url,redirect,sort_no,menu_type,is_leaf AS leaf,is_route AS route,keep_alive,description,create_by,del_flag,rule_flag,hidden,create_time,update_by,update_time,status,always_show,internal_or_external FROM sys_permission WHERE del_flag = ? AND menu_type = ? 
2020-12-11 11:03:28.137 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - ==> Parameters: 0(Integer), 2(Integer)
2020-12-11 11:03:28.140 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - <==      Total: 3
2020-12-11 11:03:29.547 [http-nio-8080-exec-4] INFO  org.jeecg.modules.message.websocket.WebSocket:42 - 【websocket消息】有新的连接，总数为:1
2020-12-11 11:03:29.670 [http-nio-8080-exec-10] DEBUG o.j.m.system.mapper.SysLogMapper.findVisitCount:143 - ==>  Preparing: select count(*) as visit ,count(distinct(ip)) as ip ,DATE_FORMAT(create_time, '%Y-%m-%d') as tian ,DATE_FORMAT(create_time, '%m-%d') as type from sys_log where log_type = 1 and create_time >= ? and create_time < ? group by tian,type order by tian asc 
2020-12-11 11:03:29.672 [http-nio-8080-exec-9] DEBUG o.j.m.s.mapper.SysLogMapper.findTotalVisitCount:143 - ==>  Preparing: select count(1) from sys_log where log_type = 1 
2020-12-11 11:03:29.675 [http-nio-8080-exec-9] DEBUG o.j.m.s.mapper.SysLogMapper.findTotalVisitCount:143 - ==> Parameters: 
2020-12-11 11:03:29.686 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.SysAnnouncementSendMapper.queryByUserId:143 - ==>  Preparing: select sas.annt_id from sys_announcement_send sas where sas.user_id = ? 
2020-12-11 11:03:29.688 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.SysAnnouncementSendMapper.queryByUserId:143 - ==> Parameters: 1282285261187485697(String)
2020-12-11 11:03:29.713 [http-nio-8080-exec-10] DEBUG o.j.m.system.mapper.SysLogMapper.findVisitCount:143 - ==> Parameters: 2020-12-05 00:00:00.0(Timestamp), 2020-12-12 00:00:00.0(Timestamp)
2020-12-11 11:03:29.746 [http-nio-8080-exec-9] DEBUG o.j.m.s.mapper.SysLogMapper.findTotalVisitCount:143 - <==      Total: 1
2020-12-11 11:03:29.748 [http-nio-8080-exec-9] DEBUG o.j.m.s.mapper.SysLogMapper.findTodayVisitCount:143 - ==>  Preparing: select count(1) from sys_log where log_type = 1 and create_time >= ? and create_time < ? 
2020-12-11 11:03:29.750 [http-nio-8080-exec-9] DEBUG o.j.m.s.mapper.SysLogMapper.findTodayVisitCount:143 - ==> Parameters: 2020-12-11 00:00:00.0(Timestamp), 2020-12-12 00:00:00.0(Timestamp)
2020-12-11 11:03:29.760 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.SysAnnouncementSendMapper.queryByUserId:143 - <==      Total: 0
2020-12-11 11:03:29.773 [http-nio-8080-exec-1] DEBUG o.j.m.s.mapper.SysAnnouncementMapper.selectList:143 - ==>  Preparing: SELECT id,titile,msg_content,start_time,end_time,sender,priority,msg_category,msg_type,send_status,send_time,cancel_time,del_flag,create_by,create_time,update_by,update_time,user_ids,bus_type,bus_id,open_type,open_page,msg_abstract FROM sys_announcement WHERE msg_type = ? AND del_flag = ? AND send_status = ? AND end_time >= ? 
2020-12-11 11:03:29.776 [http-nio-8080-exec-1] DEBUG o.j.m.s.mapper.SysAnnouncementMapper.selectList:143 - ==> Parameters: ALL(String), 0(String), 1(String), 2020-07-13 04:06:45.0(Timestamp)
2020-12-11 11:03:29.814 [http-nio-8080-exec-5] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==>  Preparing: INSERT INTO sys_log ( id, create_by, create_time, cost_time, ip, request_param, method, username, userid, log_content, log_type, operate_type ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2020-12-11 11:03:29.816 [http-nio-8080-exec-5] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==> Parameters: 1337231504174698498(String), gadmin(String), 2020-12-11 11:03:29.812(Timestamp), 65(Long), 127.0.0.1(String), (String), org.jeecg.modules.parking.controller.PkCarController.findCarCountByType()(String), 高新停车管理员(String), gadmin(String), 车辆-根据类别查询车辆数(String), 2(Integer), 1(Integer)
2020-12-11 11:03:29.826 [http-nio-8080-exec-1] DEBUG o.j.m.s.mapper.SysAnnouncementMapper.selectList:143 - <==      Total: 0
2020-12-11 11:03:29.833 [http-nio-8080-exec-5] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - <==    Updates: 1
2020-12-11 11:03:29.902 [http-nio-8080-exec-9] DEBUG o.j.m.s.mapper.SysLogMapper.findTodayVisitCount:143 - <==      Total: 1
2020-12-11 11:03:29.902 [http-nio-8080-exec-10] DEBUG o.j.m.system.mapper.SysLogMapper.findVisitCount:143 - <==      Total: 2
2020-12-11 11:03:29.905 [http-nio-8080-exec-9] DEBUG o.j.modules.system.mapper.SysLogMapper.findTodayIp:143 - ==>  Preparing: select count(distinct(ip)) from sys_log where log_type = 1 and create_time >= ? and create_time < ? 
2020-12-11 11:03:29.908 [http-nio-8080-exec-9] DEBUG o.j.modules.system.mapper.SysLogMapper.findTodayIp:143 - ==> Parameters: 2020-12-11 00:00:00.0(Timestamp), 2020-12-12 00:00:00.0(Timestamp)
2020-12-11 11:03:29.918 [http-nio-8080-exec-9] DEBUG o.j.modules.system.mapper.SysLogMapper.findTodayIp:143 - <==      Total: 1
